A,B,C,D,Result
64,72,48,32,1.33333
64,72,48,40,1.06667
64,72,48,44,0.96970
64,72,48,48,0.88889
64,72,48,56,0.76190
64,72,48,64,0.66667
64,72,48,72,0.59259
64,72,48,84,0.50794
64,72,48,86,0.49612
64,72,48,96,0.44444
64,72,48,100,0.42667
64,72,56,24,2.07407
64,72,56,28,1.77778
64,72,56,32,1.55556
64,72,56,40,1.24444
64,72,56,44,1.13131
64,72,56,48,1.03704
64,72,56,56,0.88889
64,72,56,64,0.77778
64,72,56,72,0.69136
64,72,56,84,0.59259
64,72,56,86,0.57881
64,72,56,96,0.51852
64,72,56,100,0.49778
64,72,64,24,2.37037
64,72,64,28,2.03175
64,72,64,32,1.77778
64,72,64,40,1.42222
64,72,64,44,1.29293
64,72,64,48,1.18519
64,72,64,56,1.01587
64,72,64,64,0.88889
64,72,64,72,0.79012
64,72,64,84,0.67725
64,72,64,86,0.66150
64,72,64,96,0.59259
64,72,64,100,0.56889
64,72,72,24,2.66667
64,72,72,28,2.28571
64,72,72,32,2.00000
64,72,72,40,1.60000
64,72,72,44,1.45455
64,72,72,48,1.33333
64,72,72,56,1.14286
64,72,72,64,1.00000
64,72,72,72,0.88889
64,72,72,84,0.76190
64,72,72,86,0.74419
64,72,72,96,0.66667
64,72,72,100,0.64000
64,72,84,24,3.11111
64,72,84,28,2.66667
64,72,84,32,2.33333
64,72,84,40,1.86667
64,72,84,44,1.69697
64,72,84,48,1.55556
64,72,84,56,1.33333
64,72,84,64,1.16667
64,72,84,72,1.03704
64,72,84,84,0.88889
64,72,84,86,0.86822
64,72,84,96,0.77778
64,72,84,100,0.74667
64,72,86,24,3.18519
64,72,86,28,2.73016
64,72,86,32,2.38889
64,72,86,40,1.91111
64,72,86,44,1.73737
64,72,86,48,1.59259
64,72,86,56,1.36508
64,72,86,64,1.19444
64,72,86,72,1.06173
64,72,86,84,0.91005
64,72,86,86,0.88889
64,72,86,96,0.79630
64,72,86,100,0.76444
64,72,96,24,3.55556
64,72,96,28,3.04762
64,72,96,32,2.66667
64,72,96,40,2.13333
64,72,96,44,1.93939
64,72,96,48,1.77778
64,72,96,56,1.52381
64,72,96,64,1.33333
64,72,96,72,1.18519
64,72,96,84,1.01587
64,72,96,86,0.99225
64,72,96,96,0.88889
64,72,96,100,0.85333
64,72,100,24,3.70370
64,72,100,28,3.17460
64,72,100,32,2.77778
64,72,100,40,2.22222
64,72,100,44,2.02020
64,72,100,48,1.85185
64,72,100,56,1.58730
64,72,100,64,1.38889
64,72,100,72,1.23457
64,72,100,84,1.05820
64,72,100,86,1.03359
64,72,100,96,0.92593
64,72,100,100,0.88889
64,84,24,24,0.76190
64,84,24,28,0.65306
64,84,24,32,0.57143
64,84,24,40,0.45714
64,84,24,44,0.41558
64,84,24,48,0.38095
64,84,24,56,0.32653
64,84,24,64,0.28571
64,84,24,72,0.25397
64,84,24,84,0.21769
64,84,24,86,0.21262
64,84,24,96,0.19048
64,84,24,100,0.18286
64,84,28,24,0.88889
64,84,28,28,0.76190
64,84,28,32,0.66667
64,84,28,40,0.53333
64,84,28,44,0.48485
64,84,28,48,0.44444
64,84,28,56,0.38095
64,84,28,64,0.33333
64,84,28,72,0.29630
64,84,28,84,0.25397
64,84,28,86,0.24806
64,84,28,96,0.22222
64,84,28,100,0.21333
64,84,32,24,1.01587
64,84,32,28,0.87075
64,84,32,32,0.76190
64,84,32,40,0.60952
64,84,32,44,0.55411
64,84,32,48,0.50794
64,84,32,56,0.43537
64,84,32,64,0.38095
64,84,32,72,0.33862
64,84,32,84,0.29025
64,84,32,86,0.28350
64,84,32,96,0.25397
64,84,32,100,0.24381
64,84,40,24,1.26984
64,84,40,28,1.08844
64,84,40,32,0.95238
64,84,40,40,0.76190
64,84,40,44,0.69264
64,84,40,48,0.63492
64,84,40,56,0.54422
64,84,40,64,0.47619
64,84,40,72,0.42328
64,84,40,84,0.36281
64,84,40,86,0.35437
64,84,40,96,0.31746
64,84,40,100,0.30476
64,84,44,24,1.39683
64,84,44,28,1.19728
64,84,44,32,1.04762
64,84,44,40,0.83810
64,84,44,44,0.76190
64,84,44,48,0.69841
64,84,44,56,0.59864
64,84,44,64,0.52381
64,84,44,72,0.46561
64,84,44,84,0.39909
64,84,44,86,0.38981
64,84,44,96,0.34921
64,84,44,100,0.33524
64,84,48,24,1.52381
64,84,48,28,1.30612
64,84,48,32,1.14286
64,84,48,40,0.91429
64,84,48,44,0.83117
64,84,48,48,0.76190
64,84,48,56,0.65306
64,84,48,64,0.57143
64,84,48,72,0.50794
64,84,48,84,0.43537
64,84,48,86,0.42525
64,84,48,96,0.38095
64,84,48,100,0.36571
64,84,56,24,1.77778
64,84,56,28,1.52381
64,84,56,32,1.33333
64,84,56,40,1.06667
64,84,56,44,0.96970
64,84,56,48,0.88889
64,84,56,56,0.76190
64,84,56,64,0.66667
64,84,56,72,0.59259
64,84,56,84,0.50794
64,84,56,86,0.49612
64,84,56,96,0.44444
64,84,56,100,0.42667
64,84,64,24,2.03175
64,84,64,28,1.74150
64,84,64,32,1.52381
64,84,64,40,1.21905
64,84,64,44,1.10823
64,84,64,48,1.01587
64,84,64,56,0.87075
64,84,64,64,0.76190
64,84,64,72,0.67725
64,84,64,84,0.58050
64,84,64,86,0.56700
64,84,64,96,0.50794
64,84,64,100,0.48762
64,84,72,24,2.28571
64,84,72,28,1.95918
64,84,72,32,1.71429
64,84,72,40,1.37143
64,84,72,44,1.24675
64,84,72,48,1.14286
64,84,72,56,0.97959
64,84,72,64,0.85714
64,84,72,72,0.76190
64,84,72,84,0.65306
64,84,72,86,0.63787
64,84,72,96,0.57143
64,84,72,100,0.54857
64,84,84,24,2.66667
64,84,84,28,2.28571
64,84,84,32,2.00000
64,84,84,40,1.60000
64,84,84,44,1.45455
64,84,84,48,1.33333
64,84,84,56,1.14286
64,84,84,64,1.00000
64,84,84,72,0.88889
64,84,84,84,0.76190
64,84,84,86,0.74419
64,84,84,96,0.66667
64,84,84,100,0.64000
64,84,86,24,2.73016
64,84,86,28,2.34014
64,84,86,32,2.04762
64,84,86,40,1.63810
64,84,86,44,1.48918
64,84,86,48,1.36508
64,84,86,56,1.17007
64,84,86,64,1.02381
64,84,86,72,0.91005
64,84,86,84,0.78005
64,84,86,86,0.76190
64,84,86,96,0.68254
64,84,86,100,0.65524
64,84,96,24,3.04762
64,84,96,28,2.61224
64,84,96,32,2.28571
64,84,96,40,1.82857
64,84,96,44,1.66234
64,84,96,48,1.52381
64,84,96,56,1.30612
64,84,96,64,1.14286
64,84,96,72,1.01587
64,84,96,84,0.87075
64,84,96,86,0.85050
64,84,96,96,0.76190
64,84,96,100,0.73143
64,84,100,24,3.17460
64,84,100,28,2.72109
64,84,100,32,2.38095
64,84,100,40,1.90476
64,84,100,44,1.73160
64,84,100,48,1.58730
64,84,100,56,1.36054
64,84,100,64,1.19048
64,84,100,72,1.05820
64,84,100,84,0.90703
64,84,100,86,0.88594
64,84,100,96,0.79365
64,84,100,100,0.76190
64,86,24,24,0.74419
64,86,24,28,0.63787
64,86,24,32,0.55814
64,86,24,40,0.44651
64,86,24,44,0.40592
64,86,24,48,0.37209
64,86,24,56,0.31894
64,86,24,64,0.27907
64,86,24,72,0.24806
64,86,24,84,0.21262
64,86,24,86,0.20768
64,86,24,96,0.18605
64,86,24,100,0.17860
64,86,28,24,0.86822
64,86,28,28,0.74419
64,86,28,32,0.65116
64,86,28,40,0.52093
64,86,28,44,0.47357
64,86,28,48,0.43411
64,86,28,56,0.37209
64,86,28,64,0.32558
64,86,28,72,0.28941
64,86,28,84,0.24806
64,86,28,86,0.24229
64,86,28,96,0.21705
64,86,28,100,0.20837
64,86,32,24,0.99225
64,86,32,28,0.85050
64,86,32,32,0.74419
64,86,32,40,0.59535
64,86,32,44,0.54123
64,86,32,48,0.49612
64,86,32,56,0.42525
64,86,32,64,0.37209
64,86,32,72,0.33075
64,86,32,84,0.28350
64,86,32,86,0.27691
64,86,32,96,0.24806
64,86,32,100,0.23814
64,86,40,24,1.24031
64,86,40,28,1.06312
64,86,40,32,0.93023
64,86,40,40,0.74419
64,86,40,44,0.67653
64,86,40,48,0.62016
64,86,40,56,0.53156
64,86,40,64,0.46512
64,86,40,72,0.41344
64,86,40,84,0.35437
64,86,40,86,0.34613
64,86,40,96,0.31008
64,86,40,100,0.29767
64,86,44,24,1.36434
64,86,44,28,1.16944
64,86,44,32,1.02326
64,86,44,40,0.81860
64,86,44,44,0.74419
64,86,44,48,0.68217
64,86,44,56,0.58472
64,86,44,64,0.51163
64,86,44,72,0.45478
64,86,44,84,0.38981
64,86,44,86,0.38075
64,86,44,96,0.34109
64,86,44,100,0.32744
64,86,48,24,1.48837
64,86,48,28,1.27575
64,86,48,32,1.11628
64,86,48,40,0.89302
64,86,48,44,0.81184
64,86,48,48,0.74419
64,86,48,56,0.63787
64,86,48,64,0.55814
64,86,48,72,0.49612
64,86,48,84,0.42525
64,86,48,86,0.41536
64,86,48,96,0.37209
64,86,48,100,0.35721
64,86,56,24,1.73643
64,86,56,28,1.48837
64,86,56,32,1.30233
64,86,56,40,1.04186
64,86,56,44,0.94715
64,86,56,48,0.86822
64,86,56,56,0.74419
64,86,56,64,0.65116
64,86,56,72,0.57881
64,86,56,84,0.49612
64,86,56,86,0.48459
64,86,56,96,0.43411
64,86,56,100,0.41674
64,86,64,24,1.98450
64,86,64,28,1.70100
64,86,64,32,1.48837
64,86,64,40,1.19070
64,86,64,44,1.08245
64,86,64,48,0.99225
64,86,64,56,0.85050
64,86,64,64,0.74419
64,86,64,72,0.66150
64,86,64,84,0.56700
64,86,64,86,0.55381
64,86,64,96,0.49612
64,86,64,100,0.47628
64,86,72,24,2.23256
64,86,72,28,1.91362
64,86,72,32,1.67442
64,86,72,40,1.33953
64,86,72,44,1.21776
64,86,72,48,1.11628
64,86,72,56,0.95681
64,86,72,64,0.83721
64,86,72,72,0.74419
64,86,72,84,0.63787
64,86,72,86,0.62304
64,86,72,96,0.55814
64,86,72,100,0.53581
64,86,84,24,2.60465
64,86,84,28,2.23256
64,86,84,32,1.95349
64,86,84,40,1.56279
64,86,84,44,1.42072
64,86,84,48,1.30233
64,86,84,56,1.11628
64,86,84,64,0.97674
64,86,84,72,0.86822
64,86,84,84,0.74419
64,86,84,86,0.72688
64,86,84,96,0.65116
64,86,84,100,0.62512
64,86,86,24,2.66667
64,86,86,28,2.28571
64,86,86,32,2.00000
64,86,86,40,1.60000
64,86,86,44,1.45455
64,86,86,48,1.33333
64,86,86,56,1.14286
64,86,86,64,1.00000
64,86,86,72,0.88889
64,86,86,84,0.76190
64,86,86,86,0.74419
64,86,86,96,0.66667
64,86,86,100,0.64000
64,86,96,24,2.97674
64,86,96,28,2.55150
64,86,96,32,2.23256
64,86,96,40,1.78605
64,86,96,44,1.62368
64,86,96,48,1.48837
64,86,96,56,1.27575
64,86,96,64,1.11628
64,86,96,72,0.99225
64,86,96,84,0.85050
64,86,96,86,0.83072
64,86,96,96,0.74419
64,86,96,100,0.71442
64,86,100,24,3.10078
64,86,100,28,2.65781
64,86,100,32,2.32558
64,86,100,40,1.86047
64,86,100,44,1.69133
64,86,100,48,1.55039
64,86,100,56,1.32890
64,86,100,64,1.16279
64,86,100,72,1.03359
64,86,100,84,0.88594
64,86,100,86,0.86533
64,86,100,96,0.77519
64,86,100,100,0.74419
64,96,24,24,0.66667
64,96,24,28,0.57143
64,96,24,32,0.50000
64,96,24,40,0.40000
64,96,24,44,0.36364
64,96,24,48,0.33333
64,96,24,56,0.28571
64,96,24,64,0.25000
64,96,24,72,0.22222
64,96,24,84,0.19048
64,96,24,86,0.18605
64,96,24,96,0.16667
64,96,24,100,0.16000
64,96,28,24,0.77778
64,96,28,28,0.66667
64,96,28,32,0.58333
64,96,28,40,0.46667
64,96,28,44,0.42424
64,96,28,48,0.38889
64,96,28,56,0.33333
64,96,28,64,0.29167
64,96,28,72,0.25926
64,96,28,84,0.22222
64,96,28,86,0.21705
64,96,28,96,0.19444
64,96,28,100,0.18667
64,96,32,24,0.88889
64,96,32,28,0.76190
64,96,32,32,0.66667
64,96,32,40,0.53333
64,96,32,44,0.48485
64,96,32,48,0.44444
64,96,32,56,0.38095
64,96,32,64,0.33333
64,96,32,72,0.29630
64,96,32,84,0.25397
64,96,32,86,0.24806
64,96,32,96,0.22222
64,96,32,100,0.21333
64,96,40,24,1.11111
64,96,40,28,0.95238
64,96,40,32,0.83333
64,96,40,40,0.66667
64,96,40,44,0.60606
64,96,40,48,0.55556
64,96,40,56,0.47619
64,96,40,64,0.41667
64,96,40,72,0.37037
64,96,40,84,0.31746
64,96,40,86,0.31008
64,96,40,96,0.27778
64,96,40,100,0.26667
64,96,44,24,1.22222
64,96,44,28,1.04762
64,96,44,32,0.91667
64,96,44,40,0.73333
64,96,44,44,0.66667
64,96,44,48,0.61111
64,96,44,56,0.52381
64,96,44,64,0.45833
64,96,44,72,0.40741
64,96,44,84,0.34921
64,96,44,86,0.34109
64,96,44,96,0.30556
64,96,44,100,0.29333
64,96,48,24,1.33333
64,96,48,28,1.14286
64,96,48,32,1.00000
64,96,48,40,0.80000
64,96,48,44,0.72727
64,96,48,48,0.66667
64,96,48,56,0.57143
64,96,48,64,0.50000
64,96,48,72,0.44444
64,96,48,84,0.38095
64,96,48,86,0.37209
64,96,48,96,0.33333
64,96,48,100,0.32000
64,96,56,24,1.55556
64,96,56,28,1.33333
64,96,56,32,1.16667
64,96,56,40,0.93333
64,96,56,44,0.84848
64,96,56,48,0.77778
64,96,56,56,0.66667
64,96,56,64,0.58333
64,96,56,72,0.51852
64,96,56,84,0.44444
64,96,56,86,0.43411
64,96,56,96,0.38889
64,96,56,100,0.37333
64,96,64,24,1.77778
64,96,64,28,1.52381
64,96,64,32,1.33333
64,96,64,40,1.06667
64,96,64,44,0.96970
64,96,64,48,0.88889
64,96,64,56,0.76190
64,96,64,64,0.66667
64,96,64,72,0.59259
64,96,64,84,0.50794
64,96,64,86,0.49612
64,96,64,96,0.44444
64,96,64,100,0.42667
64,96,72,24,2.00000
64,96,72,28,1.71429
64,96,72,32,1.50000
64,96,72,40,1.20000
64,96,72,44,1.09091
64,96,72,48,1.00000
64,96,72,56,0.85714
64,96,72,64,0.75000
64,96,72,72,0.66667
64,96,72,84,0.57143
64,96,72,86,0.55814
64,96,72,96,0.50000
64,96,72,100,0.48000
64,96,84,24,2.33333
64,96,84,28,2.00000
64,96,84,32,1.75000
64,96,84,40,1.40000
64,96,84,44,1.27273
64,96,84,48,1.16667
64,96,84,56,1.00000
64,96,84,64,0.87500
64,96,84,72,0.77778
64,96,84,84,0.66667
64,96,84,86,0.65116
64,96,84,96,0.58333
64,96,84,100,0.56000
64,96,86,24,2.38889
64,96,86,28,2.04762
64,96,86,32,1.79167
64,96,86,40,1.43333
64,96,86,44,1.30303
64,96,86,48,1.19444
64,96,86,56,1.02381
64,96,86,64,0.89583
64,96,86,72,0.79630
64,96,86,84,0.68254
64,96,86,86,0.66667
64,96,86,96,0.59722
64,96,86,100,0.57333
64,96,96,24,2.66667
64,96,96,28,2.28571
64,96,96,32,2.00000
64,96,96,40,1.60000
64,96,96,44,1.45455
64,96,96,48,1.33333
64,96,96,56,1.14286
64,96,96,64,1.00000
64,96,96,72,0.88889
64,96,96,84,0.76190
64,96,96,86,0.74419
64,96,96,96,0.66667
64,96,96,100,0.64000
64,96,100,24,2.77778
64,96,100,28,2.38095
64,96,100,32,2.08333
64,96,100,40,1.66667
64,96,100,44,1.51515
64,96,100,48,1.38889
64,96,100,56,1.19048
64,96,100,64,1.04167
64,96,100,72,0.92593
64,96,100,84,0.79365
64,96,100,86,0.77519
64,96,100,96,0.69444
64,96,100,100,0.66667
64,100,24,24,0.64000
64,100,24,28,0.54857
64,100,24,32,0.48000
64,100,24,40,0.38400
64,100,24,44,0.34909
64,100,24,48,0.32000
64,100,24,56,0.27429
64,100,24,64,0.24000
64,100,24,72,0.21333
64,100,24,84,0.18286
64,100,24,86,0.17860
64,100,24,96,0.16000
64,100,24,100,0.15360
64,100,28,24,0.74667
64,100,28,28,0.64000
64,100,28,32,0.56000
64,100,28,40,0.44800
64,100,28,44,0.40727
64,100,28,48,0.37333
64,100,28,56,0.32000
64,100,28,64,0.28000
64,100,28,72,0.24889
64,100,28,84,0.21333
64,100,28,86,0.20837
64,100,28,96,0.18667
64,100,28,100,0.17920
64,100,32,24,0.85333
64,100,32,28,0.73143
64,100,32,32,0.64000
64,100,32,40,0.51200
64,100,32,44,0.46545
64,100,32,48,0.42667
64,100,32,56,0.36571
64,100,32,64,0.32000
64,100,32,72,0.28444
64,100,32,84,0.24381
64,100,32,86,0.23814
64,100,32,96,0.21333
64,100,32,100,0.20480
64,100,40,24,1.06667
64,100,40,28,0.91429
64,100,40,32,0.80000
64,100,40,40,0.64000
64,100,40,44,0.58182
64,100,40,48,0.53333
64,100,40,56,0.45714
64,100,40,64,0.40000
64,100,40,72,0.35556
64,100,40,84,0.30476
64,100,40,86,0.29767
64,100,40,96,0.26667
64,100,40,100,0.25600
64,100,44,24,1.17333
64,100,44,28,1.00571
64,100,44,32,0.88000
64,100,44,40,0.70400
64,100,44,44,0.64000
64,100,44,48,0.58667
64,100,44,56,0.50286
64,100,44,64,0.44000
64,100,44,72,0.39111
64,100,44,84,0.33524
64,100,44,86,0.32744
64,100,44,96,0.29333
64,100,44,100,0.28160
64,100,48,24,1.28000
64,100,48,28,1.09714
64,100,48,32,0.96000
64,100,48,40,0.76800
64,100,48,44,0.69818
64,100,48,48,0.64000
64,100,48,56,0.54857
64,100,48,64,0.48000
64,100,48,72,0.42667
64,100,48,84,0.36571
64,100,48,86,0.35721
64,100,48,96,0.32000
64,100,48,100,0.30720
64,100,56,24,1.49333
64,100,56,28,1.28000
64,100,56,32,1.12000
64,100,56,40,0.89600
64,100,56,44,0.81455
64,100,56,48,0.74667
64,100,56,56,0.64000
64,100,56,64,0.56000
64,100,56,72,0.49778
64,100,56,84,0.42667
64,100,56,86,0.41674
64,100,56,96,0.37333
64,100,56,100,0.35840
64,100,64,24,1.70667
64,100,64,28,1.46286
64,100,64,32,1.28000
64,100,64,40,1.02400
64,100,64,44,0.93091
64,100,64,48,0.85333
64,100,64,56,0.73143
64,100,64,64,0.64000
64,100,64,72,0.56889
64,100,64,84,0.48762
64,100,64,86,0.47628
64,100,64,96,0.42667
64,100,64,100,0.40960
64,100,72,24,1.92000
64,100,72,28,1.64571
64,100,72,32,1.44000
64,100,72,40,1.15200
64,100,72,44,1.04727
64,100,72,48,0.96000
64,100,72,56,0.82286
64,100,72,64,0.72000
64,100,72,72,0.64000
64,100,72,84,0.54857
64,100,72,86,0.53581
64,100,72,96,0.48000
64,100,72,100,0.46080
64,100,84,24,2.24000
64,100,84,28,1.92000
64,100,84,32,1.68000
64,100,84,40,1.34400
64,100,84,44,1.22182
64,100,84,48,1.12000
64,100,84,56,0.96000
64,100,84,64,0.84000
64,100,84,72,0.74667
64,100,84,84,0.64000
64,100,84,86,0.62512
64,100,84,96,0.56000
64,100,84,100,0.53760
64,100,86,24,2.29333
64,100,86,28,1.96571
64,100,86,32,1.72000
64,100,86,40,1.37600
64,100,86,44,1.25091
64,100,86,48,1.14667
64,100,86,56,0.98286
64,100,86,64,0.86000
64,100,86,72,0.76444
64,100,86,84,0.65524
64,100,86,86,0.64000
64,100,86,96,0.57333
64,100,86,100,0.55040
64,100,96,24,2.56000
64,100,96,28,2.19429
64,100,96,32,1.92000
64,100,96,40,1.53600
64,100,96,44,1.39636
64,100,96,48,1.28000
64,100,96,56,1.09714
64,100,96,64,0.96000
64,100,96,72,0.85333
64,100,96,84,0.73143
64,100,96,86,0.71442
64,100,96,96,0.64000
64,100,96,100,0.61440
64,100,100,24,2.66667
64,100,100,28,2.28571
64,100,100,32,2.00000
64,100,100,40,1.60000
64,100,100,44,1.45455
64,100,100,48,1.33333
64,100,100,56,1.14286
64,100,100,64,1.00000
64,100,100,72,0.88889
64,100,100,84,0.76190
64,100,100,86,0.74419
64,100,100,96,0.66667
64,100,100,100,0.64000
72,24,24,24,3.00000
72,24,24,28,2.57143
72,24,24,32,2.25000
72,24,24,40,1.80000
72,24,24,44,1.63636
72,24,24,48,1.50000
72,24,24,56,1.28571
72,24,24,64,1.12500
72,24,24,72,1.00000
72,24,24,84,0.85714
72,24,24,86,0.83721
72,24,24,96,0.75000
72,24,24,100,0.72000
72,24,28,24,3.50000
72,24,28,28,3.00000
72,24,28,32,2.62500
72,24,28,40,2.10000
72,24,28,44,1.90909
72,24,28,48,1.75000
72,24,28,56,1.50000
72,24,28,64,1.31250
72,24,28,72,1.16667
72,24,28,84,1.00000
72,24,28,86,0.97674
72,24,28,96,0.87500
72,24,28,100,0.84000
72,24,32,24,4.00000
72,24,32,28,3.42857
72,24,32,32,3.00000
72,24,32,40,2.40000
72,24,32,44,2.18182
72,24,32,48,2.00000
72,24,32,56,1.71429
72,24,32,64,1.50000
72,24,32,72,1.33333
72,24,32,84,1.14286
72,24,32,86,1.11628
72,24,32,96,1.00000
72,24,32,100,0.96000
72,24,40,24,5.00000
72,24,40,28,4.28571
72,24,40,32,3.75000
72,24,40,40,3.00000
72,24,40,44,2.72727
72,24,40,48,2.50000
72,24,40,56,2.14286
72,24,40,64,1.87500
72,24,40,72,1.66667
72,24,40,84,1.42857
72,24,40,86,1.39535
72,24,40,96,1.25000
72,24,40,100,1.20000
72,24,44,24,5.50000
72,24,44,28,4.71429
72,24,44,32,4.12500
72,24,44,40,3.30000
72,24,44,44,3.00000
72,24,44,48,2.75000
72,24,44,56,2.35714
72,24,44,64,2.06250
72,24,44,72,1.83333
72,24,44,84,1.57143
72,24,44,86,1.53488
72,24,44,96,1.37500
72,24,44,100,1.32000
72,24,48,24,6.00000
72,24,48,28,5.14286
72,24,48,32,4.50000
72,24,48,40,3.60000
72,24,48,44,3.27273
72,24,48,48,3.00000
72,24,48,56,2.57143
72,24,48,64,2.25000
72,24,48,72,2.00000
72,24,48,84,1.71429
72,24,48,86,1.67442
72,24,48,96,1.50000
72,24,48,100,1.44000
72,24,56,24,7.00000
72,24,56,28,6.00000
72,24,56,32,5.25000
72,24,56,40,4.20000
72,24,56,44,3.81818
72,24,56,48,3.50000
72,24,56,56,3.00000
72,24,56,64,2.62500
72,24,56,72,2.33333
72,24,56,84,2.00000
72,24,56,86,1.95349
72,24,56,96,1.75000
72,24,56,100,1.68000
72,24,64,24,8.00000
72,24,64,28,6.85714
72,24,64,32,6.00000
72,24,64,40,4.80000
72,24,64,44,4.36364
72,24,64,48,4.00000
72,24,64,56,3.42857
72,24,64,64,3.00000
72,24,64,72,2.66667
72,24,64,84,2.28571
72,24,64,86,2.23256
72,24,64,96,2.00000
72,24,64,100,1.92000
72,24,72,24,9.00000
72,24,72,28,7.71429
72,24,72,32,6.75000
72,24,72,40,5.40000
72,24,72,44,4.90909
72,24,72,48,4.50000
72,24,72,56,3.85714
72,24,72,64,3.37500
72,24,72,72,3.00000
72,24,72,84,2.57143
72,24,72,86,2.51163
72,24,72,96,2.25000
72,24,72,100,2.16000
72,24,84,24,10.50000
72,24,84,28,9.00000
72,24,84,32,7.87500
72,24,84,40,6.30000
72,24,84,44,5.72727
72,24,84,48,5.25000
72,24,84,56,4.50000
72,24,84,64,3.93750
72,24,84,72,3.50000
72,24,84,84,3.00000
72,24,84,86,2.93023
72,24,84,96,2.62500
72,24,84,100,2.52000
72,24,86,24,10.75000
72,24,86,28,9.21429
72,24,86,32,8.06250
72,24,86,40,6.45000
72,24,86,44,5.86364
72,24,86,48,5.37500
72,24,86,56,4.60714
72,24,86,64,4.03125
72,24,86,72,3.58333
72,24,86,84,3.07143
72,24,86,86,3.00000
72,24,86,96,2.68750
72,24,86,100,2.58000
72,24,96,24,12.00000
72,24,96,28,10.28571
72,24,96,32,9.00000
72,24,96,40,7.20000
72,24,96,44,6.54545
72,24,96,48,6.00000
72,24,96,56,5.14286
72,24,96,64,4.50000
72,24,96,72,4.00000
72,24,96,84,3.42857
72,24,96,86,3.34884
72,24,96,96,3.00000
72,24,96,100,2.88000
72,24,100,24,12.50000
72,24,100,28,10.71429
72,24,100,32,9.37500
72,24,100,40,7.50000
72,24,100,44,6.81818
72,24,100,48,6.25000
72,24,100,56,5.35714
72,24,100,64,4.68750
72,24,100,72,4.16667
72,24,100,84,3.57143
72,24,100,86,3.48837
72,24,100,96,3.12500
72,24,100,100,3.00000
72,28,24,24,2.57143
72,28,24,28,2.20408
72,28,24,32,1.92857
72,28,24,40,1.54286
72,28,24,44,1.40260
72,28,24,48,1.28571
72,28,24,56,1.10204
72,28,24,64,0.96429
72,28,24,72,0.85714
72,28,24,84,0.73469
72,28,24,86,0.71761
72,28,24,96,0.64286
72,28,24,100,0.61714
72,28,28,24,3.00000
72,28,28,28,2.57143
72,28,28,32,2.25000
72,28,28,40,1.80000
72,28,28,44,1.63636
72,28,28,48,1.50000
72,28,28,56,1.28571
72,28,28,64,1.12500
72,28,28,72,1.00000
72,28,28,84,0.85714
72,28,28,86,0.83721
72,28,28,96,0.75000
72,28,28,100,0.72000
72,28,32,24,3.42857
72,28,32,28,2.93878
72,28,32,32,2.57143
72,28,32,40,2.05714
72,28,32,44,1.87013
72,28,32,48,1.71429
72,28,32,56,1.46939
72,28,32,64,1.28571
72,28,32,72,1.14286
72,28,32,84,0.97959
72,28,32,86,0.95681
72,28,32,96,0.85714
72,28,32,100,0.82286
72,28,40,24,4.28571
72,28,40,28,3.67347
72,28,40,32,3.21429
72,28,40,40,2.57143
72,28,40,44,2.33766
72,28,40,48,2.14286
72,28,40,56,1.83673
72,28,40,64,1.60714
72,28,40,72,1.42857
72,28,40,84,1.22449
72,28,40,86,1.19601
72,28,40,96,1.07143
72,28,40,100,1.02857
72,28,44,24,4.71429
72,28,44,28,4.04082
72,28,44,32,3.53571
72,28,44,40,2.82857
72,28,44,44,2.57143
72,28,44,48,2.35714
72,28,44,56,2.02041
72,28,44,64,1.76786
72,28,44,72,1.57143
72,28,44,84,1.34694
72,28,44,86,1.31561
72,28,44,96,1.17857
72,28,44,100,1.13143
72,28,48,24,5.14286
72,28,48,28,4.40816
72,28,48,32,3.85714
72,28,48,40,3.08571
72,28,48,44,2.80519
72,28,48,48,2.57143
72,28,48,56,2.20408
72,28,48,64,1.92857
72,28,48,72,1.71429
72,28,48,84,1.46939
72,28,48,86,1.43522
72,28,48,96,1.28571
72,28,48,100,1.23429
72,28,56,24,6.00000
72,28,56,28,5.14286
72,28,56,32,4.50000
72,28,56,40,3.60000
72,28,56,44,3.27273
72,28,56,48,3.00000
72,28,56,56,2.57143
72,28,56,64,2.25000
72,28,56,72,2.00000
72,28,56,84,1.71429
72,28,56,86,1.67442
72,28,56,96,1.50000
72,28,56,100,1.44000
72,28,64,24,6.85714
72,28,64,28,5.87755
72,28,64,32,5.14286
72,28,64,40,4.11429
72,28,64,44,3.74026
72,28,64,48,3.42857
72,28,64,56,2.93878
72,28,64,64,2.57143
72,28,64,72,2.28571
72,28,64,84,1.95918
72,28,64,86,1.91362
72,28,64,96,1.71429
72,28,64,100,1.64571
72,28,72,24,7.71429
72,28,72,28,6.61224
72,28,72,32,5.78571
72,28,72,40,4.62857
72,28,72,44,4.20779
72,28,72,48,3.85714
72,28,72,56,3.30612
72,28,72,64,2.89286
72,28,72,72,2.57143
72,28,72,84,2.20408
72,28,72,86,2.15282
72,28,72,96,1.92857
72,28,72,100,1.85143
72,28,84,24,9.00000
72,28,84,28,7.71429
72,28,84,32,6.75000
72,28,84,40,5.40000
72,28,84,44,4.90909
72,28,84,48,4.50000
72,28,84,56,3.85714
72,28,84,64,3.37500
72,28,84,72,3.00000
72,28,84,84,2.57143
72,28,84,86,2.51163
72,28,84,96,2.25000
